epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,2306.56,0.61387,0.42752,1.34121,0.9409,0.87197,0.93084,0.77559,0.65123,0.53556,1.34709,0.001109,0.001109,0.001109
182,2319.22,0.61942,0.41244,1.34432,0.93673,0.87221,0.92988,0.76857,0.65349,0.51193,1.34178,0.00110405,0.00110405,0.00110405
183,2331.71,0.63272,0.41642,1.33507,0.9614,0.85876,0.93601,0.79041,0.635,0.53501,1.36765,0.0010991,0.0010991,0.0010991
184,2344.5,0.61994,0.41411,1.28045,0.96786,0.85512,0.92929,0.78486,0.65048,0.56847,1.3459,0.00109415,0.00109415,0.00109415
185,2357.07,0.61266,0.41452,1.34699,0.93835,0.86442,0.93124,0.77885,0.64943,0.53588,1.327,0.0010892,0.0010892,0.0010892
186,2369.73,0.63159,0.42773,1.35971,0.94672,0.86502,0.9273,0.7848,0.62842,0.52908,1.34418,0.00108425,0.00108425,0.00108425
187,2382.42,0.62111,0.41099,1.34513,0.95812,0.83538,0.92454,0.76692,0.66288,0.54228,1.34398,0.0010793,0.0010793,0.0010793
188,2395.17,0.61843,0.41265,1.31491,0.96653,0.84787,0.92644,0.7732,0.64263,0.52299,1.33136,0.00107435,0.00107435,0.00107435
189,2407.77,0.61283,0.40976,1.3286,0.94833,0.85625,0.92304,0.76876,0.65698,0.54515,1.32031,0.0010694,0.0010694,0.0010694
190,2420.06,0.60985,0.40445,1.29052,0.9615,0.85396,0.92896,0.78205,0.64483,0.56725,1.32155,0.00106445,0.00106445,0.00106445
191,2432.52,0.6101,0.40643,1.31594,0.94439,0.84584,0.91656,0.76232,0.6479,0.55386,1.33011,0.0010595,0.0010595,0.0010595
192,2445.22,0.61583,0.40811,1.29846,0.92263,0.8641,0.92585,0.77553,0.64197,0.54454,1.33454,0.00105455,0.00105455,0.00105455
193,2457.8,0.6105,0.41507,1.34444,0.94098,0.86004,0.93563,0.78376,0.63128,0.50181,1.31879,0.0010496,0.0010496,0.0010496
194,2470.5,0.60541,0.40963,1.32845,0.95122,0.87021,0.93239,0.78752,0.63614,0.5137,1.37719,0.00104465,0.00104465,0.00104465
195,2482.99,0.60486,0.40969,1.31527,0.97279,0.84381,0.92757,0.78348,0.6271,0.52625,1.35489,0.0010397,0.0010397,0.0010397
196,2495.68,0.59584,0.40197,1.2777,0.96304,0.84564,0.93532,0.78394,0.65345,0.53073,1.3575,0.00103475,0.00103475,0.00103475
197,2508.84,0.60919,0.40937,1.31524,0.9469,0.86815,0.92898,0.77363,0.6637,0.52183,1.35603,0.0010298,0.0010298,0.0010298
198,2521.23,0.59443,0.40097,1.29657,0.93985,0.85396,0.9234,0.76679,0.65111,0.53418,1.34869,0.00102485,0.00102485,0.00102485
199,2533.69,0.60989,0.41718,1.28865,0.92959,0.85702,0.92408,0.7649,0.6732,0.54501,1.36319,0.0010199,0.0010199,0.0010199
200,2546.48,0.60609,0.41202,1.29825,0.95644,0.84617,0.92516,0.77388,0.65437,0.53492,1.34024,0.00101495,0.00101495,0.00101495
201,2559.26,0.59446,0.39872,1.29388,0.93338,0.88103,0.93467,0.78684,0.64573,0.51804,1.33151,0.00101,0.00101,0.00101
202,2571.43,0.59232,0.40065,1.29523,0.94511,0.87306,0.9344,0.78098,0.65131,0.52879,1.33669,0.00100505,0.00100505,0.00100505
203,2583.99,0.58564,0.39684,1.29363,0.94708,0.87118,0.93328,0.7763,0.64392,0.53132,1.32945,0.0010001,0.0010001,0.0010001
204,2596.68,0.59054,0.39512,1.30997,0.94724,0.86613,0.92989,0.77146,0.65676,0.52766,1.34267,0.00099515,0.00099515,0.00099515
205,2609.45,0.59906,0.40299,1.30091,0.92195,0.88658,0.92907,0.77147,0.64287,0.52837,1.37178,0.0009902,0.0009902,0.0009902
206,2622.02,0.6044,0.40983,1.31882,0.94918,0.86004,0.91799,0.77357,0.63124,0.55146,1.35786,0.00098525,0.00098525,0.00098525
207,2634.46,0.59043,0.3991,1.30255,0.95214,0.84743,0.92602,0.77123,0.65892,0.55713,1.32974,0.0009803,0.0009803,0.0009803
208,2646.86,0.5856,0.39598,1.27281,0.95312,0.85193,0.92545,0.76785,0.65364,0.54454,1.34047,0.00097535,0.00097535,0.00097535
209,2659.78,0.58739,0.40146,1.31775,0.9688,0.84381,0.92832,0.7788,0.63904,0.55836,1.34585,0.0009704,0.0009704,0.0009704
210,2672.42,0.58759,0.38802,1.29836,0.93024,0.86551,0.93531,0.78615,0.6186,0.50098,1.33271,0.00096545,0.00096545,0.00096545
211,2685.52,0.5788,0.39007,1.28271,0.93188,0.86613,0.93078,0.77726,0.64798,0.49696,1.36913,0.0009605,0.0009605,0.0009605
212,2697.82,0.58344,0.38759,1.31422,0.94049,0.86553,0.93293,0.78163,0.63142,0.49256,1.33017,0.00095555,0.00095555,0.00095555
213,2710.31,0.59138,0.39015,1.29113,0.94257,0.86004,0.93278,0.78534,0.63342,0.52599,1.31815,0.0009506,0.0009506,0.0009506
214,2722.56,0.58985,0.39755,1.25854,0.96528,0.84589,0.92923,0.78205,0.6409,0.53747,1.32073,0.00094565,0.00094565,0.00094565
215,2735.49,0.58747,0.40115,1.33451,0.92028,0.89249,0.93637,0.78622,0.63858,0.49834,1.31731,0.0009407,0.0009407,0.0009407
216,2748.38,0.5987,0.41019,1.29183,0.93956,0.86815,0.93759,0.77931,0.65977,0.51599,1.3509,0.00093575,0.00093575,0.00093575
217,2760.97,0.59263,0.40119,1.32702,0.95108,0.8641,0.93167,0.77978,0.63935,0.51865,1.33838,0.0009308,0.0009308,0.0009308
218,2773.38,0.59208,0.38647,1.27929,0.94672,0.86815,0.93135,0.78136,0.62334,0.51484,1.3369,0.00092585,0.00092585,0.00092585
219,2786.4,0.58189,0.38548,1.27272,0.941,0.87342,0.92515,0.77027,0.64812,0.52216,1.36127,0.0009209,0.0009209,0.0009209
220,2798.6,0.59885,0.39581,1.29088,0.95401,0.8499,0.92531,0.77304,0.64544,0.52928,1.34754,0.00091595,0.00091595,0.00091595
221,2811.23,0.57983,0.39271,1.27709,0.9582,0.85193,0.93118,0.78299,0.63685,0.52445,1.3425,0.000911,0.000911,0.000911
222,2823.92,0.59054,0.39122,1.29219,0.97274,0.83367,0.93493,0.78542,0.64473,0.51794,1.34272,0.00090605,0.00090605,0.00090605
223,2836.76,0.57811,0.38375,1.2743,0.95682,0.85392,0.92918,0.7866,0.63575,0.55214,1.33813,0.0009011,0.0009011,0.0009011
224,2849.1,0.58688,0.39664,1.32906,0.95258,0.85576,0.92602,0.78625,0.6385,0.54688,1.37249,0.00089615,0.00089615,0.00089615
225,2861.65,0.57239,0.38882,1.25979,0.95418,0.84484,0.90956,0.76969,0.63255,0.56006,1.36009,0.0008912,0.0008912,0.0008912
226,2874.34,0.57572,0.38658,1.26222,0.94611,0.86613,0.9226,0.78099,0.62995,0.52359,1.32925,0.00088625,0.00088625,0.00088625
227,2886.93,0.5813,0.39202,1.28435,0.95236,0.85163,0.92035,0.76442,0.66018,0.54215,1.35072,0.0008813,0.0008813,0.0008813
228,2899.54,0.58148,0.39149,1.2667,0.96439,0.83367,0.91727,0.77845,0.64162,0.5844,1.32789,0.00087635,0.00087635,0.00087635
229,2912.35,0.58174,0.38828,1.2628,0.95663,0.85011,0.92461,0.77968,0.62267,0.5297,1.31559,0.0008714,0.0008714,0.0008714
230,2925.01,0.59183,0.39433,1.31785,0.94828,0.85534,0.92657,0.78494,0.62501,0.53181,1.3264,0.00086645,0.00086645,0.00086645
231,2937.52,0.57974,0.38649,1.27316,0.96752,0.84579,0.92854,0.78103,0.63248,0.53093,1.3369,0.0008615,0.0008615,0.0008615
232,2950.47,0.58433,0.39269,1.29848,0.96992,0.85028,0.92534,0.78669,0.62482,0.5321,1.31659,0.00085655,0.00085655,0.00085655
233,2963.26,0.57882,0.39032,1.29052,0.95909,0.85594,0.91962,0.77843,0.63485,0.55429,1.32207,0.0008516,0.0008516,0.0008516
234,2975.88,0.58793,0.39472,1.30258,0.96594,0.84787,0.92668,0.78044,0.6508,0.5501,1.32628,0.00084665,0.00084665,0.00084665
235,2988.23,0.5891,0.38967,1.28565,0.93055,0.88438,0.92861,0.77847,0.62878,0.49898,1.32806,0.0008417,0.0008417,0.0008417
236,3000.76,0.56165,0.38276,1.25951,0.95088,0.86392,0.93485,0.79102,0.62355,0.51388,1.34475,0.00083675,0.00083675,0.00083675
237,3013.4,0.5726,0.37782,1.28214,0.93652,0.86815,0.93223,0.78776,0.63347,0.53734,1.34632,0.0008318,0.0008318,0.0008318
238,3026.15,0.58187,0.37743,1.25325,0.94455,0.8641,0.93117,0.78129,0.62734,0.51754,1.3163,0.00082685,0.00082685,0.00082685
239,3038.77,0.58454,0.38399,1.30122,0.95458,0.85193,0.93022,0.78274,0.63557,0.52254,1.35198,0.0008219,0.0008219,0.0008219
240,3051.41,0.58434,0.38512,1.28474,0.95293,0.86241,0.93023,0.78359,0.62819,0.51445,1.31841,0.00081695,0.00081695,0.00081695
241,3063.96,0.58043,0.38977,1.26703,0.94056,0.86669,0.92816,0.77888,0.62715,0.50697,1.33351,0.000812,0.000812,0.000812
242,3076.33,0.57731,0.38889,1.28551,0.93673,0.87094,0.93051,0.78085,0.63317,0.50932,1.33617,0.00080705,0.00080705,0.00080705
243,3088.97,0.56584,0.37214,1.24918,0.942,0.8641,0.92982,0.78153,0.62143,0.50644,1.34142,0.0008021,0.0008021,0.0008021
244,3101.61,0.58713,0.3946,1.30896,0.94751,0.86207,0.92567,0.78148,0.63038,0.5424,1.32231,0.00079715,0.00079715,0.00079715
245,3114.24,0.57497,0.38791,1.26291,0.93632,0.86496,0.92378,0.77809,0.63829,0.52082,1.31149,0.0007922,0.0007922,0.0007922
246,3126.68,0.57265,0.38746,1.25361,0.94802,0.86004,0.92754,0.77536,0.6401,0.53522,1.32738,0.00078725,0.00078725,0.00078725
247,3139.31,0.56552,0.37559,1.22851,0.95024,0.85217,0.93362,0.77835,0.64167,0.50946,1.33541,0.0007823,0.0007823,0.0007823
248,3151.77,0.57458,0.38653,1.27807,0.96532,0.84381,0.93194,0.77672,0.64592,0.50227,1.31761,0.00077735,0.00077735,0.00077735
249,3164.28,0.55736,0.37515,1.24423,0.95527,0.86004,0.93245,0.78391,0.63632,0.49508,1.33594,0.0007724,0.0007724,0.0007724
250,3177.03,0.55318,0.35881,1.25598,0.93785,0.8783,0.93967,0.78984,0.62838,0.49359,1.34869,0.00076745,0.00076745,0.00076745
251,3189.77,0.58347,0.38999,1.29801,0.9325,0.86868,0.93815,0.78892,0.62053,0.50734,1.34533,0.0007625,0.0007625,0.0007625
252,3202.42,0.55234,0.36429,1.26501,0.95058,0.87627,0.93764,0.79426,0.62334,0.5088,1.33715,0.00075755,0.00075755,0.00075755
253,3215,0.55747,0.3723,1.23535,0.94915,0.85598,0.93547,0.79054,0.62878,0.5011,1.32901,0.0007526,0.0007526,0.0007526
254,3228.14,0.57636,0.38198,1.27203,0.96076,0.84438,0.93191,0.78678,0.61906,0.51933,1.32527,0.00074765,0.00074765,0.00074765
255,3240.78,0.57901,0.37937,1.28394,0.93726,0.87627,0.93699,0.7858,0.63606,0.53164,1.34163,0.0007427,0.0007427,0.0007427
256,3253.44,0.54811,0.36252,1.22686,0.96307,0.86207,0.93447,0.78492,0.63107,0.52978,1.34656,0.00073775,0.00073775,0.00073775
257,3266.01,0.55225,0.36676,1.22808,0.96052,0.85598,0.9335,0.78212,0.63529,0.52684,1.3494,0.0007328,0.0007328,0.0007328
258,3278.69,0.56231,0.37252,1.26489,0.95642,0.86815,0.93442,0.79004,0.62869,0.50835,1.35219,0.00072785,0.00072785,0.00072785
259,3291.74,0.55392,0.3641,1.25514,0.92957,0.88345,0.93643,0.78389,0.62938,0.51299,1.34579,0.0007229,0.0007229,0.0007229
260,3304.14,0.56354,0.38191,1.22841,0.95105,0.86815,0.93393,0.78034,0.65042,0.53036,1.36626,0.00071795,0.00071795,0.00071795
261,3316.87,0.54635,0.36422,1.22,0.95662,0.84996,0.93702,0.7843,0.64435,0.51667,1.33583,0.000713,0.000713,0.000713
262,3329.35,0.55741,0.37465,1.2481,0.95045,0.8499,0.92942,0.77187,0.6504,0.52201,1.3457,0.00070805,0.00070805,0.00070805
263,3342.13,0.56045,0.37202,1.28711,0.94648,0.86095,0.92544,0.77008,0.66708,0.5466,1.35715,0.0007031,0.0007031,0.0007031
264,3354.68,0.54446,0.36449,1.23116,0.9635,0.86207,0.9253,0.77285,0.64976,0.54765,1.33085,0.00069815,0.00069815,0.00069815
265,3367.18,0.55028,0.37958,1.22578,0.9524,0.87627,0.93306,0.78184,0.63732,0.52143,1.31407,0.0006932,0.0006932,0.0006932
266,3379.66,0.55901,0.37337,1.24869,0.9431,0.86815,0.93543,0.78917,0.62029,0.51249,1.33795,0.00068825,0.00068825,0.00068825
267,3392.17,0.56297,0.37575,1.25271,0.95508,0.86258,0.93786,0.78657,0.62378,0.50989,1.33559,0.0006833,0.0006833,0.0006833
268,3404.64,0.55562,0.37192,1.25843,0.93137,0.8641,0.93168,0.7844,0.62852,0.50553,1.35723,0.00067835,0.00067835,0.00067835
269,3417.29,0.55652,0.36428,1.24225,0.95279,0.86207,0.94026,0.79406,0.62644,0.50316,1.33904,0.0006734,0.0006734,0.0006734
270,3429.92,0.55612,0.36589,1.24638,0.95543,0.87018,0.9399,0.78791,0.63423,0.51541,1.3287,0.00066845,0.00066845,0.00066845
271,3442.36,0.55919,0.3645,1.24652,0.94947,0.87658,0.93663,0.78381,0.63831,0.50883,1.3437,0.0006635,0.0006635,0.0006635
272,3455.01,0.55804,0.3649,1.25829,0.95106,0.86815,0.93617,0.78432,0.63385,0.51638,1.33891,0.00065855,0.00065855,0.00065855
273,3467.57,0.5567,0.37004,1.26721,0.93548,0.88234,0.93636,0.78858,0.6302,0.51528,1.3118,0.0006536,0.0006536,0.0006536
274,3480.12,0.55529,0.36157,1.24925,0.93516,0.87424,0.93289,0.79328,0.62235,0.52341,1.30867,0.00064865,0.00064865,0.00064865
275,3492.61,0.54309,0.36066,1.23696,0.95369,0.85193,0.93001,0.78813,0.62647,0.53497,1.30853,0.0006437,0.0006437,0.0006437
276,3505.42,0.5553,0.37246,1.25869,0.93502,0.87221,0.93313,0.78425,0.6321,0.51259,1.32016,0.00063875,0.00063875,0.00063875
277,3518.04,0.54821,0.3571,1.24572,0.91946,0.88032,0.92639,0.78023,0.62046,0.51836,1.33106,0.0006338,0.0006338,0.0006338
278,3530.71,0.55294,0.36428,1.26271,0.95156,0.87018,0.93296,0.78441,0.61443,0.51812,1.31483,0.00062885,0.00062885,0.00062885
279,3543.25,0.54378,0.36124,1.2209,0.93237,0.88032,0.93392,0.78078,0.62895,0.50119,1.32928,0.0006239,0.0006239,0.0006239
280,3555.75,0.54071,0.35735,1.2079,0.92739,0.89452,0.94148,0.79475,0.61685,0.48713,1.31771,0.00061895,0.00061895,0.00061895
281,3568.57,0.53892,0.35659,1.24401,0.95399,0.88324,0.94154,0.7927,0.62251,0.48534,1.33316,0.000614,0.000614,0.000614
282,3581.22,0.5327,0.35984,1.23168,0.94449,0.8783,0.93732,0.78464,0.62822,0.48316,1.34315,0.00060905,0.00060905,0.00060905
283,3594.1,0.54229,0.37232,1.22749,0.93287,0.87383,0.93451,0.78489,0.63393,0.51106,1.34167,0.0006041,0.0006041,0.0006041
284,3606.71,0.54391,0.36119,1.25139,0.94684,0.86703,0.93652,0.78548,0.63482,0.52332,1.32701,0.00059915,0.00059915,0.00059915
285,3619.4,0.56467,0.37444,1.26387,0.9416,0.86004,0.93151,0.78631,0.63292,0.50875,1.33942,0.0005942,0.0005942,0.0005942
286,3631.83,0.53753,0.35214,1.23584,0.945,0.87131,0.93484,0.79154,0.62203,0.51133,1.33779,0.00058925,0.00058925,0.00058925
287,3644.35,0.54565,0.36528,1.26998,0.95351,0.87358,0.94174,0.79696,0.62951,0.49646,1.34956,0.0005843,0.0005843,0.0005843
288,3656.87,0.53884,0.35586,1.26747,0.92892,0.8783,0.93941,0.7918,0.6229,0.49959,1.33285,0.00057935,0.00057935,0.00057935
289,3669.77,0.54486,0.3566,1.22408,0.94513,0.87627,0.93752,0.78762,0.6284,0.51652,1.35319,0.0005744,0.0005744,0.0005744
290,3682.23,0.52388,0.3496,1.22974,0.95639,0.85801,0.93374,0.79041,0.61589,0.52443,1.32381,0.00056945,0.00056945,0.00056945
291,3694.63,0.53511,0.35064,1.21174,0.94441,0.87221,0.93575,0.78821,0.62735,0.51491,1.32815,0.0005645,0.0005645,0.0005645
292,3707.34,0.53748,0.35627,1.21816,0.95154,0.86815,0.93888,0.78928,0.6351,0.52056,1.32264,0.00055955,0.00055955,0.00055955
293,3719.71,0.53241,0.3463,1.21613,0.93621,0.88438,0.94385,0.78716,0.63481,0.48929,1.31987,0.0005546,0.0005546,0.0005546
294,3732.32,0.55272,0.36721,1.24244,0.95253,0.88235,0.939,0.79153,0.62894,0.50112,1.32348,0.00054965,0.00054965,0.00054965
295,3745.03,0.52551,0.35291,1.2203,0.9561,0.87627,0.94141,0.7958,0.61925,0.50246,1.3149,0.0005447,0.0005447,0.0005447
296,3757.77,0.53399,0.348,1.22027,0.93751,0.88844,0.94058,0.79393,0.61591,0.51309,1.32662,0.00053975,0.00053975,0.00053975
297,3770.54,0.5425,0.35615,1.2414,0.96171,0.86606,0.93939,0.79139,0.62673,0.51777,1.31725,0.0005348,0.0005348,0.0005348
298,3783.45,0.51624,0.34554,1.22434,0.96355,0.86815,0.94266,0.78951,0.62993,0.49232,1.33931,0.00052985,0.00052985,0.00052985
299,3795.82,0.52703,0.35224,1.22689,0.95264,0.87424,0.94588,0.79175,0.62938,0.48068,1.32986,0.0005249,0.0005249,0.0005249
300,3808.35,0.53227,0.34871,1.2329,0.95271,0.87424,0.9423,0.78943,0.62948,0.49114,1.31786,0.00051995,0.00051995,0.00051995
301,3821.15,0.53324,0.3656,1.22823,0.9417,0.88641,0.93447,0.78418,0.62931,0.50193,1.32736,0.000515,0.000515,0.000515
302,3834.01,0.53368,0.35292,1.23214,0.94523,0.87523,0.93589,0.78432,0.63543,0.51274,1.32675,0.00051005,0.00051005,0.00051005
303,3847.21,0.53021,0.35456,1.23036,0.94143,0.88025,0.9361,0.78727,0.62965,0.50834,1.33272,0.0005051,0.0005051,0.0005051
304,3859.82,0.53146,0.36421,1.25715,0.95141,0.87374,0.94077,0.7915,0.61982,0.49132,1.31465,0.00050015,0.00050015,0.00050015
305,3872.57,0.52394,0.34271,1.23901,0.93934,0.87949,0.93729,0.79051,0.61705,0.50908,1.32314,0.0004952,0.0004952,0.0004952
306,3885.36,0.53796,0.35782,1.24515,0.93094,0.87494,0.93199,0.78487,0.62445,0.51673,1.3422,0.00049025,0.00049025,0.00049025
307,3898.39,0.5219,0.35234,1.22646,0.93311,0.87723,0.93036,0.78049,0.63289,0.51771,1.35134,0.0004853,0.0004853,0.0004853
308,3911.1,0.51716,0.33975,1.23404,0.93878,0.87091,0.92736,0.77872,0.63139,0.52172,1.33546,0.00048035,0.00048035,0.00048035
309,3923.63,0.51596,0.34179,1.20839,0.94259,0.87627,0.9304,0.78797,0.62495,0.50789,1.33613,0.0004754,0.0004754,0.0004754
310,3935.77,0.53065,0.34198,1.25461,0.95285,0.86091,0.92874,0.7849,0.62486,0.53049,1.32642,0.00047045,0.00047045,0.00047045
311,3948.13,0.52813,0.3494,1.24007,0.95498,0.8641,0.93411,0.7841,0.63669,0.51592,1.33904,0.0004655,0.0004655,0.0004655
312,3960.77,0.51286,0.33489,1.18094,0.94699,0.87018,0.93289,0.78615,0.62559,0.51929,1.33177,0.00046055,0.00046055,0.00046055
313,3973.27,0.52433,0.35386,1.23143,0.95095,0.86523,0.92754,0.79078,0.62484,0.54143,1.31123,0.0004556,0.0004556,0.0004556
314,3986.12,0.52877,0.35031,1.20512,0.95474,0.86207,0.92688,0.78363,0.62811,0.52931,1.32551,0.00045065,0.00045065,0.00045065
315,3998.84,0.51883,0.3408,1.24678,0.95063,0.85926,0.92809,0.78024,0.6326,0.53638,1.34108,0.0004457,0.0004457,0.0004457
316,4011.33,0.51598,0.34402,1.22334,0.96431,0.85801,0.93288,0.78485,0.62691,0.52326,1.33424,0.00044075,0.00044075,0.00044075
317,4023.82,0.52188,0.34639,1.25465,0.95383,0.86613,0.9357,0.78858,0.62774,0.52204,1.32049,0.0004358,0.0004358,0.0004358
318,4036.46,0.53472,0.35558,1.22863,0.95343,0.87208,0.93928,0.79076,0.62309,0.50933,1.3116,0.00043085,0.00043085,0.00043085
319,4049.06,0.52508,0.34321,1.24882,0.9505,0.86815,0.94191,0.79417,0.61578,0.50772,1.31236,0.0004259,0.0004259,0.0004259
320,4061.34,0.51438,0.33921,1.21402,0.95496,0.86007,0.93655,0.79127,0.61559,0.50339,1.31051,0.00042095,0.00042095,0.00042095
321,4073.86,0.51068,0.35189,1.2371,0.94084,0.88235,0.93756,0.79834,0.61276,0.5001,1.32819,0.000416,0.000416,0.000416
322,4086.4,0.50654,0.34137,1.20948,0.9417,0.88471,0.93938,0.79358,0.61441,0.49361,1.31836,0.00041105,0.00041105,0.00041105
323,4098.76,0.53134,0.34746,1.23612,0.94224,0.88235,0.94028,0.79035,0.62282,0.50046,1.31594,0.0004061,0.0004061,0.0004061
324,4111.55,0.50853,0.33456,1.23051,0.95787,0.87615,0.94307,0.79927,0.62189,0.49444,1.3072,0.00040115,0.00040115,0.00040115
325,4124.15,0.51407,0.33859,1.23247,0.95979,0.87424,0.94011,0.79523,0.62117,0.50202,1.29963,0.0003962,0.0003962,0.0003962
326,4137.11,0.50745,0.35118,1.2143,0.95337,0.87095,0.93672,0.79339,0.62379,0.51688,1.30715,0.00039125,0.00039125,0.00039125
327,4149.79,0.52649,0.34235,1.20226,0.95251,0.85437,0.93302,0.78835,0.62606,0.52299,1.32014,0.0003863,0.0003863,0.0003863
328,4162.45,0.50484,0.33217,1.19337,0.9564,0.86207,0.9338,0.78876,0.62861,0.51288,1.31901,0.00038135,0.00038135,0.00038135
329,4175.29,0.50506,0.33664,1.24334,0.9554,0.86905,0.93983,0.79882,0.61845,0.5099,1.31992,0.0003764,0.0003764,0.0003764
330,4187.74,0.51251,0.3398,1.18763,0.95522,0.87018,0.93909,0.79701,0.61889,0.52149,1.32202,0.00037145,0.00037145,0.00037145
331,4200.25,0.51738,0.34371,1.22757,0.95298,0.86325,0.93413,0.78671,0.63009,0.5268,1.31981,0.0003665,0.0003665,0.0003665
332,4212.8,0.50192,0.33186,1.19146,0.95483,0.85753,0.93129,0.78671,0.62798,0.53615,1.31699,0.00036155,0.00036155,0.00036155
333,4225.66,0.50953,0.34409,1.23184,0.94955,0.86004,0.93096,0.78545,0.62797,0.52326,1.32369,0.0003566,0.0003566,0.0003566
334,4238.07,0.51815,0.34442,1.19185,0.95127,0.87018,0.93324,0.78687,0.62554,0.51131,1.33951,0.00035165,0.00035165,0.00035165
335,4250.48,0.51405,0.34199,1.21653,0.95806,0.86004,0.94011,0.79328,0.62678,0.49875,1.35222,0.0003467,0.0003467,0.0003467
336,4262.84,0.50994,0.33396,1.22532,0.93936,0.8798,0.9405,0.79593,0.62219,0.50432,1.34058,0.00034175,0.00034175,0.00034175
337,4275.49,0.50274,0.33923,1.20046,0.95833,0.86004,0.93891,0.79343,0.6219,0.50579,1.33919,0.0003368,0.0003368,0.0003368
338,4287.72,0.49614,0.32839,1.18618,0.92162,0.88249,0.93735,0.79547,0.62223,0.50947,1.33731,0.00033185,0.00033185,0.00033185
339,4300.28,0.5062,0.32982,1.19509,0.94024,0.87424,0.93931,0.79198,0.62052,0.50639,1.34793,0.0003269,0.0003269,0.0003269
340,4312.6,0.49428,0.33084,1.19923,0.94282,0.88032,0.93958,0.79172,0.62482,0.49843,1.33389,0.00032195,0.00032195,0.00032195
341,4324.95,0.50346,0.33546,1.21189,0.93795,0.88032,0.93737,0.79004,0.62173,0.4979,1.33374,0.000317,0.000317,0.000317
342,4337.63,0.50939,0.33065,1.20164,0.94388,0.87627,0.93336,0.78617,0.62679,0.50786,1.33523,0.00031205,0.00031205,0.00031205
343,4350.28,0.50468,0.33705,1.23058,0.95505,0.86196,0.93337,0.78322,0.63052,0.50501,1.3371,0.0003071,0.0003071,0.0003071
344,4362.81,0.50241,0.33535,1.20838,0.94401,0.87627,0.93609,0.78826,0.62676,0.50038,1.33297,0.00030215,0.00030215,0.00030215
345,4375.42,0.50022,0.32887,1.20459,0.94168,0.87424,0.93422,0.79195,0.62652,0.50719,1.33536,0.0002972,0.0002972,0.0002972
346,4388.18,0.50339,0.32653,1.23799,0.94274,0.86613,0.93184,0.79061,0.62295,0.51465,1.3386,0.00029225,0.00029225,0.00029225
347,4400.87,0.521,0.34093,1.20709,0.95127,0.86815,0.93242,0.78769,0.62762,0.5166,1.35407,0.0002873,0.0002873,0.0002873
348,4413.39,0.49306,0.32346,1.1838,0.94681,0.86655,0.93365,0.78764,0.6325,0.5093,1.34607,0.00028235,0.00028235,0.00028235
349,4426.12,0.50418,0.32536,1.19368,0.94485,0.86883,0.93572,0.79147,0.62577,0.51604,1.33171,0.0002774,0.0002774,0.0002774
350,4439.01,0.5028,0.33196,1.20949,0.95514,0.86004,0.93484,0.79544,0.62182,0.51909,1.33339,0.00027245,0.00027245,0.00027245
351,4451.28,0.49019,0.32954,1.19108,0.95533,0.86766,0.93662,0.79516,0.62,0.51207,1.33677,0.0002675,0.0002675,0.0002675
352,4463.89,0.49624,0.32936,1.18725,0.95333,0.87005,0.93617,0.79437,0.61973,0.51651,1.34873,0.00026255,0.00026255,0.00026255
353,4476.09,0.50085,0.32656,1.21867,0.94462,0.87627,0.9382,0.79301,0.6234,0.5112,1.35893,0.0002576,0.0002576,0.0002576
354,4488.45,0.49515,0.3237,1.19502,0.94141,0.88,0.93772,0.78959,0.6276,0.50568,1.36203,0.00025265,0.00025265,0.00025265
355,4500.61,0.48369,0.31891,1.20051,0.94746,0.87787,0.93875,0.79407,0.61946,0.50641,1.34684,0.0002477,0.0002477,0.0002477
356,4513.24,0.49345,0.32776,1.18828,0.94572,0.87627,0.93861,0.79296,0.61766,0.50099,1.33719,0.00024275,0.00024275,0.00024275
357,4525.95,0.50276,0.32626,1.20011,0.94284,0.8783,0.93699,0.7938,0.61622,0.50532,1.32959,0.0002378,0.0002378,0.0002378
358,4538.8,0.49354,0.32689,1.2122,0.94489,0.86947,0.9364,0.79441,0.61525,0.50517,1.32064,0.00023285,0.00023285,0.00023285
359,4551.21,0.50042,0.32439,1.17921,0.93827,0.8783,0.93578,0.79577,0.61437,0.50593,1.32834,0.0002279,0.0002279,0.0002279
360,4563.77,0.49384,0.32592,1.19063,0.94995,0.8783,0.93377,0.79713,0.61095,0.51096,1.3393,0.00022295,0.00022295,0.00022295
361,4576.26,0.50118,0.33206,1.20731,0.9458,0.87018,0.93147,0.79391,0.61277,0.51058,1.34156,0.000218,0.000218,0.000218
362,4588.76,0.49967,0.32721,1.20648,0.94692,0.87221,0.93288,0.79212,0.61716,0.50915,1.34274,0.00021305,0.00021305,0.00021305
363,4601.37,0.49319,0.33268,1.22922,0.94429,0.87221,0.93276,0.79041,0.62054,0.51147,1.34528,0.0002081,0.0002081,0.0002081
364,4613.91,0.48696,0.31988,1.19361,0.94508,0.87267,0.93236,0.78907,0.6237,0.5144,1.35494,0.00020315,0.00020315,0.00020315
365,4626.7,0.48587,0.32308,1.17727,0.94667,0.87424,0.93196,0.79031,0.62111,0.51892,1.35388,0.0001982,0.0001982,0.0001982
