epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
73,4743.71,1.12226,0.56793,1.10614,0.92323,0.90476,0.93429,0.62667,1.1704,0.51547,1.13818,0.008218,0.008218,0.008218
74,4765.79,1.13656,0.58105,1.10404,0.9619,0.87849,0.92835,0.6243,1.18128,0.54665,1.14731,0.00819325,0.00819325,0.00819325
75,4788.4,1.11648,0.56872,1.101,0.95533,0.90092,0.94212,0.63426,1.19564,0.51825,1.14474,0.0081685,0.0081685,0.0081685
76,4810.64,1.09901,0.55742,1.09919,0.96879,0.90973,0.94968,0.63734,1.16653,0.51248,1.14067,0.00814375,0.00814375,0.00814375
77,4832.59,1.12626,0.57358,1.10598,0.95904,0.90064,0.94417,0.63264,1.1848,0.52486,1.14854,0.008119,0.008119,0.008119
78,4855.56,1.12977,0.57533,1.10201,0.95495,0.90476,0.93973,0.62697,1.16963,0.52636,1.14204,0.00809425,0.00809425,0.00809425
79,4877.86,1.09783,0.56161,1.09173,0.94963,0.8956,0.94261,0.63679,1.17453,0.52105,1.14058,0.0080695,0.0080695,0.0080695
80,4899.84,1.11221,0.57004,1.09921,0.97379,0.88458,0.94094,0.6303,1.19411,0.51781,1.15743,0.00804475,0.00804475,0.00804475
81,4922.73,1.11326,0.56809,1.09911,0.95542,0.8956,0.94155,0.63052,1.17865,0.52169,1.14551,0.00802,0.00802,0.00802
82,4945.46,1.12064,0.56574,1.10771,0.97342,0.90293,0.94853,0.6344,1.17633,0.50554,1.1452,0.00799525,0.00799525,0.00799525
83,4967.74,1.11738,0.55583,1.10575,0.95535,0.90137,0.95004,0.63792,1.18189,0.50002,1.14882,0.0079705,0.0079705,0.0079705
84,4990.82,1.10745,0.55481,1.0998,0.97057,0.90614,0.94034,0.63709,1.16909,0.50606,1.14462,0.00794575,0.00794575,0.00794575
85,5013.06,1.11336,0.5555,1.09136,0.94959,0.90842,0.94398,0.6391,1.16574,0.50794,1.14041,0.007921,0.007921,0.007921
86,5035.17,1.09615,0.55246,1.09175,0.97062,0.88462,0.94444,0.64129,1.17383,0.50128,1.14153,0.00789625,0.00789625,0.00789625
87,5058.85,1.11006,0.56592,1.09675,0.96803,0.91026,0.94352,0.63539,1.17571,0.50223,1.13828,0.0078715,0.0078715,0.0078715
88,5082.01,1.09869,0.55396,1.09695,0.95733,0.90401,0.94189,0.64187,1.15472,0.50178,1.12827,0.00784675,0.00784675,0.00784675
89,5104.44,1.08807,0.54581,1.09137,0.9737,0.90476,0.94947,0.64443,1.172,0.49953,1.148,0.007822,0.007822,0.007822
90,5126.66,1.09067,0.54767,1.08585,0.96242,0.90293,0.94652,0.64347,1.16109,0.49247,1.13377,0.00779725,0.00779725,0.00779725
91,5149.08,1.10168,0.54865,1.08946,0.96314,0.9092,0.94479,0.63683,1.17734,0.50714,1.13244,0.0077725,0.0077725,0.0077725
92,5171.39,1.08025,0.5468,1.07643,0.96851,0.90115,0.94286,0.63121,1.18341,0.50593,1.13709,0.00774775,0.00774775,0.00774775
93,5193.23,1.08068,0.53742,1.07746,0.96861,0.90293,0.94511,0.63461,1.1658,0.50507,1.13198,0.007723,0.007723,0.007723
94,5215.52,1.10609,0.55025,1.09051,0.95457,0.92361,0.95199,0.63448,1.1735,0.49325,1.13911,0.00769825,0.00769825,0.00769825
95,5238.39,1.09434,0.54779,1.09296,0.96131,0.91026,0.94788,0.64197,1.16888,0.4905,1.13767,0.0076735,0.0076735,0.0076735
96,5260.13,1.09436,0.54988,1.08351,0.97088,0.91587,0.94741,0.6462,1.152,0.48529,1.12543,0.00764875,0.00764875,0.00764875
97,5281.93,1.07894,0.54276,1.08845,0.97651,0.91369,0.95086,0.64658,1.16369,0.4868,1.13434,0.007624,0.007624,0.007624
98,5304.99,1.09425,0.54321,1.08095,0.97258,0.90943,0.9473,0.64486,1.15063,0.49119,1.13065,0.00759925,0.00759925,0.00759925
99,5326.93,1.08601,0.53545,1.08784,0.98097,0.89377,0.95121,0.64902,1.16246,0.49188,1.12673,0.0075745,0.0075745,0.0075745
100,5349.42,1.081,0.53596,1.07584,0.94332,0.91446,0.94892,0.6479,1.16283,0.4877,1.13283,0.00754975,0.00754975,0.00754975
101,5371.8,1.06855,0.53635,1.07755,0.97849,0.88645,0.94267,0.6418,1.17407,0.50238,1.1427,0.007525,0.007525,0.007525
102,5394.12,1.07086,0.53393,1.07888,0.98467,0.89744,0.95345,0.65118,1.14049,0.48592,1.12395,0.00750025,0.00750025,0.00750025
103,5416.76,1.08359,0.54245,1.07995,0.96464,0.89939,0.9507,0.64704,1.15082,0.48079,1.12664,0.0074755,0.0074755,0.0074755
104,5439.8,1.06877,0.53325,1.07378,0.98135,0.90659,0.95459,0.65094,1.14651,0.47802,1.12327,0.00745075,0.00745075,0.00745075
105,5462.24,1.08312,0.53098,1.08714,0.96302,0.90615,0.94551,0.64904,1.15193,0.48259,1.12394,0.007426,0.007426,0.007426
106,5484.63,1.07881,0.5354,1.07613,0.96482,0.90421,0.94932,0.64777,1.15398,0.48645,1.12382,0.00740125,0.00740125,0.00740125
107,5506.36,1.07116,0.53372,1.06739,0.96851,0.90121,0.94849,0.65264,1.13866,0.48516,1.11864,0.0073765,0.0073765,0.0073765
108,5528.42,1.06078,0.51735,1.07215,0.95909,0.90172,0.94217,0.6368,1.16869,0.4909,1.13264,0.00735175,0.00735175,0.00735175
109,5550.69,1.06489,0.5376,1.07718,0.96309,0.90807,0.94791,0.64639,1.15408,0.49,1.12996,0.007327,0.007327,0.007327
110,5573.39,1.04395,0.5177,1.06878,0.97223,0.89758,0.94692,0.64923,1.1446,0.47178,1.12149,0.00730225,0.00730225,0.00730225
111,5595.65,1.05731,0.51887,1.06998,0.95838,0.9011,0.93865,0.64001,1.15015,0.4887,1.12959,0.0072775,0.0072775,0.0072775
112,5617.93,1.06224,0.5216,1.07653,0.97847,0.9154,0.95348,0.64463,1.15004,0.48515,1.12851,0.00725275,0.00725275,0.00725275
113,5640.38,1.058,0.52523,1.07479,0.97392,0.90842,0.94693,0.64585,1.15013,0.47505,1.1199,0.007228,0.007228,0.007228
114,5661.86,1.05464,0.52433,1.07327,0.96666,0.91209,0.94668,0.65054,1.15223,0.4753,1.11865,0.00720325,0.00720325,0.00720325
115,5684.58,1.04282,0.51713,1.0616,0.97498,0.91392,0.95453,0.64862,1.14328,0.47164,1.11888,0.0071785,0.0071785,0.0071785
116,5707.11,1.06435,0.52159,1.071,0.97799,0.89527,0.94709,0.64865,1.15108,0.47675,1.12596,0.00715375,0.00715375,0.00715375
117,5728.71,1.03967,0.51836,1.0593,0.98067,0.90293,0.95001,0.65148,1.14371,0.47407,1.12563,0.007129,0.007129,0.007129
118,5750.58,1.04453,0.51944,1.06978,0.96251,0.91209,0.94647,0.65028,1.1503,0.46804,1.12425,0.00710425,0.00710425,0.00710425
119,5773.11,1.05225,0.51923,1.06653,0.96883,0.91077,0.94345,0.64582,1.15054,0.46777,1.12593,0.0070795,0.0070795,0.0070795
120,5795.29,1.04504,0.51373,1.06222,0.97069,0.90979,0.95082,0.65048,1.14719,0.47418,1.12665,0.00705475,0.00705475,0.00705475
121,5817.08,1.05103,0.51663,1.07067,0.96146,0.91379,0.95427,0.64613,1.1471,0.47228,1.11716,0.00703,0.00703,0.00703
122,5839.96,1.04566,0.51401,1.06507,0.97027,0.89927,0.94601,0.65154,1.15604,0.48062,1.12922,0.00700525,0.00700525,0.00700525
123,5862.13,1.05009,0.50737,1.06098,0.96224,0.90476,0.93612,0.64653,1.16085,0.4661,1.12705,0.0069805,0.0069805,0.0069805
124,5883.73,1.02957,0.5063,1.06125,0.96287,0.90247,0.94419,0.65271,1.14003,0.46765,1.12373,0.00695575,0.00695575,0.00695575
125,5905.58,1.02817,0.50686,1.05283,0.97608,0.89695,0.94348,0.64829,1.14407,0.46929,1.12674,0.006931,0.006931,0.006931
126,5927.27,1.02785,0.50462,1.05413,0.96049,0.90476,0.94665,0.64871,1.16496,0.48112,1.13117,0.00690625,0.00690625,0.00690625
127,5949.21,1.03624,0.50444,1.06392,0.97401,0.90293,0.95049,0.6522,1.14929,0.46982,1.12358,0.0068815,0.0068815,0.0068815
128,5970.84,1.03798,0.50963,1.06644,0.97817,0.90293,0.94975,0.65405,1.14337,0.46518,1.12491,0.00685675,0.00685675,0.00685675
129,5992.8,1.03421,0.51017,1.05651,0.97997,0.89606,0.95038,0.65901,1.132,0.46153,1.11672,0.006832,0.006832,0.006832
130,6014.23,1.01994,0.49139,1.05772,0.97044,0.90176,0.94854,0.65023,1.13738,0.46395,1.12188,0.00680725,0.00680725,0.00680725
131,6036.41,1.01348,0.49995,1.04297,0.96761,0.90293,0.94846,0.64485,1.13786,0.4715,1.11908,0.0067825,0.0067825,0.0067825
132,6058.48,1.04138,0.50969,1.05853,0.94574,0.92571,0.95464,0.6557,1.13252,0.46737,1.11407,0.00675775,0.00675775,0.00675775
133,6080.62,1.02987,0.50925,1.05459,0.98023,0.9082,0.95877,0.65083,1.15013,0.47097,1.12159,0.006733,0.006733,0.006733
134,6102.72,1.0197,0.50025,1.056,0.97432,0.90339,0.95413,0.652,1.14029,0.47371,1.116,0.00670825,0.00670825,0.00670825
135,6124.43,1.01723,0.49499,1.05447,0.98438,0.91026,0.95569,0.65306,1.15674,0.46811,1.12584,0.0066835,0.0066835,0.0066835
136,6147.16,1.0104,0.49335,1.04925,0.97253,0.90766,0.95009,0.6553,1.14352,0.46031,1.12298,0.00665875,0.00665875,0.00665875
137,6169.43,1.00325,0.4883,1.04211,0.95484,0.92857,0.95237,0.65307,1.14748,0.4637,1.1179,0.006634,0.006634,0.006634
138,6191.74,1.01656,0.49727,1.04671,0.95955,0.91235,0.95479,0.65086,1.14853,0.46179,1.11824,0.00660925,0.00660925,0.00660925
139,6213.6,1.00287,0.48402,1.0459,0.97808,0.89886,0.95388,0.64576,1.16184,0.47038,1.13048,0.0065845,0.0065845,0.0065845
140,6236.27,1.02138,0.49843,1.05747,0.97269,0.91311,0.95445,0.65331,1.1487,0.46623,1.12558,0.00655975,0.00655975,0.00655975
141,6258.02,1.00467,0.48785,1.04585,0.97439,0.9011,0.95352,0.65386,1.13516,0.45581,1.11499,0.006535,0.006535,0.006535
142,6280.09,0.99361,0.49459,1.03499,0.96905,0.91026,0.94817,0.64629,1.15239,0.45864,1.12657,0.00651025,0.00651025,0.00651025
143,6302.49,0.99514,0.48408,1.03467,0.97326,0.91575,0.9559,0.65586,1.13227,0.44716,1.11284,0.0064855,0.0064855,0.0064855
144,6325.01,1.01079,0.49101,1.05279,0.97102,0.92057,0.95733,0.65619,1.13586,0.46262,1.11917,0.00646075,0.00646075,0.00646075
145,6346.98,0.98088,0.4909,1.03535,0.97635,0.90728,0.96034,0.65224,1.13037,0.45069,1.12323,0.006436,0.006436,0.006436
146,6368.19,0.9964,0.49643,1.04309,0.97448,0.90924,0.95427,0.65269,1.13576,0.45613,1.12044,0.00641125,0.00641125,0.00641125
147,6389.83,1.00808,0.50047,1.05067,0.9639,0.92913,0.95582,0.64759,1.15134,0.46566,1.12735,0.0063865,0.0063865,0.0063865
148,6411.93,0.99662,0.49102,1.04247,0.97477,0.92006,0.9542,0.64715,1.14535,0.45228,1.12314,0.00636175,0.00636175,0.00636175
149,6433.52,0.99506,0.48216,1.0428,0.96845,0.91209,0.95294,0.65368,1.12206,0.45679,1.1086,0.006337,0.006337,0.006337
150,6459.16,1.00848,0.48799,1.04359,0.96324,0.91209,0.95029,0.65295,1.13652,0.46005,1.11918,0.00631225,0.00631225,0.00631225
151,6480.43,0.98382,0.4828,1.03798,0.97631,0.9059,0.95673,0.66025,1.13219,0.44224,1.11481,0.0062875,0.0062875,0.0062875
152,6507.88,0.99401,0.4731,1.04101,0.97837,0.91108,0.95389,0.6518,1.14211,0.46021,1.11681,0.00626275,0.00626275,0.00626275
153,6530,0.98672,0.49043,1.04301,0.97016,0.90476,0.95144,0.65405,1.12956,0.45629,1.12012,0.006238,0.006238,0.006238
154,6551.99,0.98183,0.47943,1.03878,0.97264,0.91144,0.95502,0.65499,1.14639,0.45109,1.13015,0.00621325,0.00621325,0.00621325
155,6574.3,0.9886,0.48318,1.03646,0.97181,0.90476,0.95386,0.65516,1.14859,0.45368,1.12391,0.0061885,0.0061885,0.0061885
156,6596.86,0.9842,0.47745,1.03574,0.95811,0.92165,0.95857,0.65457,1.135,0.45036,1.11535,0.00616375,0.00616375,0.00616375
157,6619.7,0.98225,0.47974,1.04151,0.96703,0.91324,0.95536,0.64859,1.13657,0.44588,1.12186,0.006139,0.006139,0.006139
158,6641.6,0.97779,0.47741,1.03478,0.9765,0.90476,0.95696,0.65252,1.14565,0.45198,1.12621,0.00611425,0.00611425,0.00611425
159,6662.99,0.9745,0.47405,1.03506,0.98203,0.90058,0.95839,0.65775,1.13947,0.45367,1.12076,0.0060895,0.0060895,0.0060895
160,6684.13,0.9738,0.47753,1.02535,0.97642,0.91014,0.95378,0.6512,1.14997,0.45811,1.12612,0.00606475,0.00606475,0.00606475
161,6706.09,0.97083,0.4778,1.02766,0.97825,0.90632,0.95584,0.65566,1.1422,0.4479,1.11992,0.00604,0.00604,0.00604
162,6728.98,0.97187,0.47162,1.02627,0.96008,0.9249,0.95526,0.65782,1.1392,0.44524,1.11934,0.00601525,0.00601525,0.00601525
163,6750.57,0.96336,0.46856,1.02424,0.96543,0.92059,0.95925,0.66099,1.12862,0.44065,1.11727,0.0059905,0.0059905,0.0059905
164,6771.94,0.98359,0.4789,1.02842,0.96372,0.92426,0.9559,0.66115,1.12911,0.44465,1.11539,0.00596575,0.00596575,0.00596575
165,6793.25,0.96249,0.46696,1.0259,0.97244,0.91209,0.95388,0.65742,1.13506,0.44889,1.12066,0.005941,0.005941,0.005941
166,6814.88,0.9717,0.48159,1.03482,0.97843,0.91385,0.9559,0.65654,1.14126,0.44694,1.11618,0.00591625,0.00591625,0.00591625
167,6836.44,0.9599,0.47258,1.01991,0.95663,0.92491,0.95234,0.65563,1.1406,0.45447,1.1135,0.0058915,0.0058915,0.0058915
168,6858.07,0.96539,0.47264,1.02661,0.96353,0.91932,0.95653,0.66011,1.13952,0.4466,1.11744,0.00586675,0.00586675,0.00586675
169,6880.25,0.97119,0.468,1.02438,0.95829,0.92569,0.95735,0.65952,1.13389,0.44805,1.11496,0.005842,0.005842,0.005842
170,6901.97,0.94936,0.47144,1.01939,0.95789,0.92674,0.95804,0.66737,1.11251,0.4414,1.10548,0.00581725,0.00581725,0.00581725
171,6923.52,0.95154,0.46694,1.02629,0.95935,0.91941,0.95792,0.66317,1.11849,0.43386,1.10975,0.0057925,0.0057925,0.0057925
172,6945.56,0.97205,0.46689,1.02429,0.964,0.92308,0.95652,0.66198,1.1287,0.4417,1.11009,0.00576775,0.00576775,0.00576775
173,6968.2,0.9532,0.46856,1.01827,0.97904,0.91209,0.95454,0.66386,1.12415,0.44059,1.11156,0.005743,0.005743,0.005743
174,6989.4,0.93996,0.46252,1.01656,0.98209,0.90384,0.95375,0.65838,1.13573,0.44363,1.12232,0.00571825,0.00571825,0.00571825
175,7010.88,0.94851,0.46345,1.02168,0.96717,0.91721,0.95918,0.662,1.12625,0.44384,1.1185,0.0056935,0.0056935,0.0056935
176,7033.43,0.93929,0.45979,1.01746,0.98685,0.9011,0.95805,0.65772,1.13773,0.44486,1.12384,0.00566875,0.00566875,0.00566875
177,7054.72,0.94088,0.46082,1.02548,0.97753,0.91392,0.95792,0.66004,1.1398,0.44491,1.12591,0.005644,0.005644,0.005644
178,7076.04,0.93995,0.46331,1.02192,0.96551,0.92295,0.95883,0.66319,1.13148,0.44198,1.11681,0.00561925,0.00561925,0.00561925
179,7098.38,0.94948,0.46605,1.0164,0.97413,0.91941,0.95689,0.66039,1.13181,0.44471,1.11721,0.0055945,0.0055945,0.0055945
180,7119.62,0.93976,0.45874,1.01569,0.96379,0.92621,0.95885,0.65739,1.14027,0.44434,1.12139,0.00556975,0.00556975,0.00556975
181,7141.09,0.9417,0.46178,1.01605,0.97672,0.92125,0.95429,0.65897,1.12494,0.44476,1.11322,0.005545,0.005545,0.005545
182,7163.33,0.94284,0.46319,1.0104,0.96573,0.92906,0.95974,0.6618,1.12238,0.44123,1.11667,0.00552025,0.00552025,0.00552025
183,7185.31,0.93356,0.4563,1.0165,0.96368,0.92334,0.95727,0.6589,1.12797,0.4458,1.11553,0.0054955,0.0054955,0.0054955
184,7207.05,0.92858,0.45708,1.0174,0.97576,0.91758,0.95366,0.66367,1.1158,0.44921,1.11493,0.00547075,0.00547075,0.00547075
185,7228.66,0.93594,0.45456,0.99827,0.97292,0.92114,0.9568,0.66301,1.11809,0.4436,1.11434,0.005446,0.005446,0.005446
